customer_id,order_date,order_value
CUST-0001350,2025-07-05,1657.59
CUST-0001350,2025-07-28,481.13
CUST-0001377,2025-11-16,1166.69
CUST-0001377,2025-12-26,978.92
CUST-0001377,2026-02-14,1510.96
CUST-0001377,2026-02-25,1414.36
CUST-0001378,2025-08-23,1974.5
CUST-0001378,2025-09-21,1720.52
CUST-0001378,2025-12-03,1636.07
CUST-0001378,2026-02-01,2047.83
CUST-0001401,2025-10-23,3010.21
CUST-0001401,2025-12-16,2143.51
CUST-0001401,2025-12-27,1039.68
CUST-0001406,2025-12-02,891.47
CUST-0001406,2025-12-04,1520.13
CUST-0001406,2026-01-30,1548.05
CUST-0001454,2025-07-22,323.24
CUST-0001454,2025-08-11,1692.25
CUST-0001454,2025-09-05,1478.72
CUST-0001454,2025-10-07,977.66
CUST-0001454,2025-12-03,1150.52
CUST-0001454,2026-01-15,1913.1
CUST-0001458,2025-06-30,1108.87
CUST-0001460,2025-06-25,2066.81
CUST-0001460,2025-07-08,897.68
CUST-0001460,2025-09-17,864.45
CUST-0001472,2025-11-09,1593.61
CUST-0001475,2026-01-01,2309.12
CUST-0001475,2026-02-27,1170.32
CUST-0001482,2025-05-17,655.35
CUST-0001482,2025-05-21,1330.52
CUST-0001488,2025-06-22,981.26
CUST-0001546,2025-03-10,874.79
CUST-0001546,2025-05-20,1654.45
CUST-0001561,2025-09-26,1569.78
CUST-0001561,2025-11-10,1426.85
CUST-0001561,2026-01-08,1566.44
CUST-0001602,2025-08-04,2025.09
CUST-0001602,2025-08-11,1726.38
CUST-0001602,2025-10-19,1238.26
CUST-0001602,2025-12-11,1181.39
CUST-0001609,2025-09-15,1544.32
CUST-0001609,2025-10-30,876.2
CUST-0001617,2025-10-29,1577.66
CUST-0001617,2025-12-11,2738.11
CUST-0001617,2026-01-04,550.58
CUST-0001617,2026-01-27,1240.18
CUST-0001633,2025-09-22,1999.98
CUST-0001633,2025-10-12,2019.45
CUST-0001633,2025-12-18,1283.99
CUST-0001647,2025-09-22,1447.99
CUST-0001667,2025-09-21,1486.11
CUST-0001667,2025-10-23,534.06
CUST-0001667,2025-12-24,1446.96
CUST-0001667,2026-02-28,2647.53
CUST-0001689,2025-05-27,2138.25
CUST-0001700,2025-07-31,2087.94
CUST-0001700,2025-08-23,1283.29
CUST-0001700,2025-09-17,1955.29
CUST-0001700,2025-10-30,2426.9
CUST-0001748,2025-01-20,1765.23
CUST-0001748,2025-01-27,2035.01
CUST-0001759,2025-10-28,1459.73
CUST-0001759,2025-11-07,1906.15
CUST-0001759,2025-11-25,947.32
CUST-0001759,2026-01-17,774.59
CUST-0001766,2025-09-25,1432.95
CUST-0001766,2025-11-16,1801.68
CUST-0001768,2025-05-05,1489.59
CUST-0001768,2025-06-03,1290.19
CUST-0001768,2025-08-02,1501.29
CUST-0001768,2025-10-02,1438.7
CUST-0001770,2025-04-26,1193.24
CUST-0001770,2025-04-28,1748.37
CUST-0001810,2025-01-23,1953.86
CUST-0001810,2025-01-24,1814.02
CUST-0001810,2025-03-31,1388.13
CUST-0001810,2025-06-05,1382.41
CUST-0001834,2025-08-23,150.0
CUST-0001834,2025-08-28,621.89
CUST-0001834,2025-09-13,2151.44
CUST-0001848,2025-11-03,666.23
CUST-0001848,2025-11-12,1117.93
CUST-0001885,2025-09-25,1157.9
CUST-0001885,2025-12-02,448.99
CUST-0001885,2025-12-20,564.17
CUST-0001885,2026-01-09,2142.77
CUST-0001920,2025-05-10,1749.04
CUST-0001920,2025-06-29,459.84
CUST-0001920,2025-07-17,1315.07
CUST-0001920,2025-08-29,1991.67
CUST-0001920,2025-09-20,593.66
CUST-0001920,2025-10-18,1032.17
CUST-0001937,2026-02-04,1389.08
CUST-0001988,2025-09-29,1671.74
CUST-0001988,2025-12-12,2338.6
CUST-0002013,2026-01-25,1424.6
CUST-0002022,2026-02-12,2070.58
CUST-0002038,2025-08-25,2318.63
CUST-0002038,2025-10-02,2181.9
CUST-0002077,2025-07-03,1334.15
CUST-0002077,2025-09-01,1157.43
CUST-0002077,2025-10-28,593.94
CUST-0002086,2025-05-03,1432.31
CUST-0002086,2025-05-17,984.0
CUST-0002086,2025-06-06,1518.72
CUST-0002087,2025-02-27,1032.67
CUST-0002092,2025-07-23,1725.48
CUST-0002092,2025-09-22,230.7
CUST-0002092,2025-10-12,1704.05
CUST-0002092,2025-10-28,1244.11
CUST-0002092,2025-12-25,2389.41
CUST-0002113,2025-02-26,1800.84
CUST-0002113,2025-03-09,2097.26
CUST-0002113,2025-04-19,2046.59
CUST-0002150,2025-09-15,2311.04
CUST-0002151,2025-07-26,889.08
CUST-0002160,2026-01-03,1922.0
CUST-0002160,2026-01-12,1449.73
CUST-0002160,2026-01-28,1743.07
CUST-0002160,2026-02-24,1190.06
CUST-0002173,2025-05-08,857.06
CUST-0002173,2025-07-06,1858.41
CUST-0002187,2025-09-08,887.59
CUST-0002187,2025-11-06,1242.66
CUST-0002187,2025-11-13,1960.24
CUST-0002187,2026-01-23,2024.37
CUST-0002191,2025-06-05,2122.88
CUST-0002191,2025-06-20,1050.87
CUST-0002203,2025-06-08,1368.46
CUST-0002210,2025-08-22,2030.83
CUST-0002231,2025-06-15,2141.28
CUST-0002231,2025-07-20,2307.2
CUST-0002231,2025-09-24,2171.4
CUST-0002231,2025-10-11,1013.36
CUST-0002231,2025-11-10,1973.93
CUST-0002231,2025-11-24,2502.01
CUST-0002231,2026-02-04,1610.89
CUST-0002238,2025-11-27,1072.28
CUST-0002238,2026-01-20,2184.96
CUST-0002238,2026-01-23,2422.71
CUST-0002238,2026-02-11,1939.92
CUST-0002240,2025-12-14,838.42
CUST-0002240,2026-02-09,1732.16
CUST-0002247,2025-08-10,150.0
CUST-0002267,2025-07-28,1600.41
CUST-0002267,2025-09-11,779.33
CUST-0002267,2025-10-19,2042.77
CUST-0002267,2025-12-12,1746.61
CUST-0002267,2025-12-17,1365.21
CUST-0002293,2026-01-27,1307.81
CUST-0002296,2025-11-16,2455.0
CUST-0002296,2026-01-04,1615.78
CUST-0002296,2026-01-30,2651.37
CUST-0002296,2026-02-08,2586.72
CUST-0002297,2025-03-18,1807.3
CUST-0002297,2025-03-31,3006.01
CUST-0002297,2025-05-17,1475.92
CUST-0002297,2025-05-26,1530.89
CUST-0002297,2025-07-07,2054.47
CUST-0002297,2025-07-24,1753.91
CUST-0002310,2025-03-05,1257.69
CUST-0002310,2025-03-18,1800.05
CUST-0002310,2025-04-15,845.57
CUST-0002336,2025-04-11,1998.05
CUST-0002343,2025-04-15,1095.77
CUST-0002343,2025-06-05,1676.72
CUST-0002343,2025-06-16,713.86
CUST-0002343,2025-07-23,3003.8
CUST-0002343,2025-09-14,1649.87
CUST-0002346,2025-07-19,1701.87
CUST-0002346,2025-07-27,1392.32
CUST-0002346,2025-10-09,1164.94
CUST-0002346,2025-11-08,1703.58
CUST-0002346,2026-01-16,839.55
CUST-0002355,2025-11-27,1439.29
CUST-0002355,2026-01-02,2201.85
CUST-0002355,2026-01-20,954.7
CUST-0002372,2025-12-09,1669.3
CUST-0002372,2025-12-24,277.92
CUST-0002410,2026-02-02,2032.24
CUST-0002459,2025-12-11,1213.2
CUST-0002459,2026-02-06,1654.77
CUST-0002474,2025-02-22,1329.02
CUST-0002474,2025-04-29,252.55
CUST-0002474,2025-06-06,1636.36
CUST-0002474,2025-07-26,1685.88
CUST-0002514,2025-12-06,1538.53
CUST-0002514,2026-01-26,2611.04
CUST-0002518,2025-10-17,990.84
CUST-0002518,2025-11-15,1255.43
CUST-0002518,2025-11-16,896.69
CUST-0002521,2026-02-19,1259.05
CUST-0002534,2025-08-09,1496.0
CUST-0002534,2025-09-07,1494.96
CUST-0002534,2025-10-18,2832.07
CUST-0002534,2025-12-15,1625.24
CUST-0002547,2025-10-21,1686.07
CUST-0002547,2025-12-29,1714.68
CUST-0002547,2026-02-03,1381.56
CUST-0002575,2026-01-28,875.28
CUST-0002609,2026-02-14,1731.48
CUST-0002618,2025-05-13,1151.55
CUST-0002618,2025-06-24,1542.71
CUST-0002618,2025-08-22,825.76
CUST-0002618,2025-10-30,1786.29
CUST-0002618,2025-12-12,1565.47
CUST-0002618,2025-12-24,1616.39
CUST-0002623,2025-05-22,2939.12
CUST-0002623,2025-06-15,1552.32
CUST-0002623,2025-06-30,1871.31
CUST-0002636,2026-01-10,1495.1
CUST-0002636,2026-01-23,1561.82
CUST-0002644,2025-12-04,1704.93
CUST-0002644,2026-01-18,1290.05
CUST-0002668,2025-08-01,2534.62
CUST-0002668,2025-10-01,1878.92
CUST-0002668,2025-11-14,599.5
CUST-0002668,2026-01-11,1551.92
CUST-0002668,2026-02-14,1206.87
CUST-0002683,2025-04-03,1690.58
CUST-0002683,2025-04-27,1064.6
CUST-0002775,2025-06-09,1827.86
CUST-0002775,2025-07-31,1036.09
CUST-0002775,2025-09-30,1713.38
CUST-0002844,2026-01-31,941.42
CUST-0002844,2026-02-05,1191.13
CUST-0002844,2026-02-26,1502.08
CUST-0002851,2025-03-15,170.82
CUST-0002851,2025-03-23,2021.96
CUST-0002979,2025-05-05,1349.44
CUST-0002979,2025-06-18,1371.41
CUST-0002979,2025-08-26,1187.59
CUST-0002979,2025-10-28,1370.85
CUST-0002995,2025-03-15,882.71
CUST-0002995,2025-05-27,1356.9
CUST-0002995,2025-08-07,1070.52
CUST-0002995,2025-09-06,150.0
CUST-0003004,2026-02-18,1647.58
CUST-0003023,2026-01-03,2270.66
CUST-0003023,2026-01-13,1845.61
CUST-0003046,2025-06-10,1274.19
CUST-0003046,2025-08-09,2247.11
CUST-0003046,2025-10-11,808.47
CUST-0003053,2026-02-10,981.12
CUST-0003053,2026-02-28,1976.79
CUST-0003091,2025-08-28,2001.98
CUST-0003091,2025-09-25,904.13
CUST-0003091,2025-11-25,1534.08
CUST-0003091,2025-11-26,1279.66
CUST-0003117,2025-07-02,2260.86
CUST-0003117,2025-07-30,1580.83
CUST-0003136,2025-11-10,150.0
CUST-0003136,2025-12-18,2363.86
CUST-0003136,2026-02-17,1669.41
CUST-0003222,2025-12-06,1375.0
CUST-0003222,2026-02-06,1539.74
CUST-0003239,2025-11-15,2215.37
CUST-0003239,2025-12-27,1302.14
CUST-0003239,2026-01-27,1685.39
CUST-0003326,2025-05-24,1636.8
CUST-0003350,2025-06-18,1426.15
CUST-0003350,2025-08-27,963.96
CUST-0003350,2025-08-30,1419.4
CUST-0003351,2025-06-14,1314.7
CUST-0003351,2025-07-21,1199.02
CUST-0003352,2025-06-16,1628.09
CUST-0003352,2025-08-27,1327.72
CUST-0003352,2025-09-16,2049.81
CUST-0003397,2025-10-24,1086.98
CUST-0003397,2025-12-09,1734.59
CUST-0003397,2025-12-29,150.0
CUST-0003402,2025-08-09,1381.85
CUST-0003402,2025-09-15,1761.72
CUST-0003402,2025-11-01,1844.18
CUST-0003427,2025-06-29,872.16
CUST-0003427,2025-07-15,2261.86
CUST-0003427,2025-07-30,949.86
CUST-0003453,2025-02-27,1597.15
CUST-0003453,2025-03-09,2728.54
CUST-0003453,2025-04-06,1454.81
CUST-0003459,2025-02-05,1436.8
CUST-0003459,2025-03-10,1261.36
CUST-0003459,2025-04-09,1427.07
CUST-0003488,2025-04-05,1654.13
CUST-0003488,2025-06-07,1543.98
CUST-0003488,2025-07-17,2995.08
CUST-0003508,2025-03-20,2726.74
CUST-0003508,2025-04-23,2450.53
CUST-0003508,2025-05-03,1453.08
CUST-0003508,2025-06-06,2208.85
CUST-0003511,2025-08-10,1860.91
CUST-0003511,2025-09-10,1307.73
CUST-0003511,2025-09-18,2463.92
CUST-0003511,2025-09-30,2274.43
CUST-0003511,2025-11-27,761.02
CUST-0003513,2026-01-15,1683.06
CUST-0003530,2025-08-10,1374.08
CUST-0003530,2025-08-24,350.41
CUST-0003531,2025-04-14,540.55
CUST-0003531,2025-05-16,3147.07
CUST-0003536,2025-07-10,1755.62
CUST-0003536,2025-08-18,608.19
CUST-0003542,2025-10-31,787.78
CUST-0003542,2025-11-12,1000.83
CUST-0003584,2025-05-07,2298.68
CUST-0003584,2025-07-09,1292.83
CUST-0003584,2025-07-25,1442.36
CUST-0003584,2025-07-27,2173.69
CUST-0003603,2025-05-27,1315.82
CUST-0003603,2025-05-28,1509.97
CUST-0003603,2025-06-13,519.92
CUST-0003631,2025-10-05,1975.97
CUST-0003631,2025-11-18,1516.19
CUST-0003631,2026-01-02,651.2
CUST-0003637,2025-12-30,2212.04
CUST-0003637,2026-01-31,1089.15
CUST-0003648,2025-11-03,810.94
CUST-0003648,2026-01-10,560.24
CUST-0003648,2026-03-01,1712.34
CUST-0003658,2026-02-17,931.28
CUST-0003663,2025-07-21,1313.56
CUST-0003663,2025-08-01,570.64
CUST-0003663,2025-08-19,991.47
CUST-0003663,2025-10-20,1388.32
CUST-0003663,2025-12-14,1826.63
CUST-0003668,2025-08-13,1606.84
CUST-0003668,2025-09-22,1395.76
CUST-0003693,2025-03-12,1362.91
CUST-0003693,2025-05-02,1916.43
CUST-0003693,2025-07-15,2067.91
CUST-0003731,2025-09-24,2041.76
CUST-0003731,2025-11-19,1982.29
CUST-0003731,2026-01-11,1545.9
CUST-0003731,2026-02-19,1853.15
CUST-0003757,2025-09-09,1831.28
CUST-0003768,2025-11-11,1854.14
CUST-0003768,2025-12-07,1797.19
CUST-0003768,2026-01-06,2400.34
CUST-0003768,2026-01-30,1777.45
CUST-0003807,2025-10-31,1330.99
CUST-0003807,2025-11-16,826.54
CUST-0003811,2025-10-28,1150.76
CUST-0003811,2026-01-05,244.29
CUST-0003811,2026-02-17,1876.88
CUST-0003811,2026-02-20,857.53
CUST-0003836,2025-06-17,871.79
CUST-0003836,2025-06-18,1378.64
CUST-0003836,2025-08-19,2294.01
CUST-0003836,2025-08-27,907.32
CUST-0003838,2025-03-01,1070.76
CUST-0003838,2025-03-22,1791.42
CUST-0003840,2025-05-27,1368.82
CUST-0003840,2025-08-09,1412.2
CUST-0003840,2025-09-12,2068.07
CUST-0003843,2025-02-06,686.98
CUST-0003843,2025-02-18,1712.36
CUST-0003868,2025-07-10,346.69
CUST-0003868,2025-09-15,1284.94
CUST-0003868,2025-10-21,429.86
CUST-0003868,2025-11-30,1997.84
CUST-0003868,2025-12-14,1166.99
CUST-0003889,2025-12-06,3085.03
CUST-0003905,2025-05-20,1884.99
CUST-0003905,2025-07-15,1638.14
CUST-0003905,2025-09-04,1555.97
CUST-0003905,2025-10-24,329.51
CUST-0003905,2025-11-19,1696.3
CUST-0003930,2025-03-26,150.0
CUST-0003979,2025-11-23,1951.26
CUST-0003979,2026-01-12,444.72
CUST-0003979,2026-02-05,2230.25
CUST-0003984,2025-08-24,646.79
CUST-0003984,2025-11-05,1396.62
CUST-0003989,2025-10-06,2040.14
CUST-0003989,2025-11-02,2021.23
CUST-0003989,2025-12-13,2106.13
CUST-0003990,2025-07-11,224.74
CUST-0003990,2025-07-17,1185.22
CUST-0003990,2025-09-22,1065.86
CUST-0003990,2025-10-17,1293.9
CUST-0003990,2025-12-28,1705.52
CUST-0004001,2026-01-18,1627.28
CUST-0004001,2026-02-16,1110.48
CUST-0004014,2025-06-10,2198.86
CUST-0004014,2025-07-30,2023.57
CUST-0004014,2025-08-19,1341.68
CUST-0004049,2026-01-01,2273.98
CUST-0004055,2025-08-06,2443.82
CUST-0004055,2025-10-01,925.0
CUST-0004055,2025-12-13,1795.77
CUST-0004055,2025-12-20,1200.7
CUST-0004055,2026-02-22,1823.75
CUST-0004067,2025-01-19,2284.01
CUST-0004067,2025-01-24,1271.86
CUST-0004090,2025-03-24,1818.39
CUST-0004090,2025-05-30,1673.85
CUST-0004090,2025-08-02,609.88
CUST-0004108,2025-11-28,1615.26
CUST-0004108,2025-12-16,1671.05
CUST-0004108,2026-02-15,2728.65
CUST-0004111,2025-02-15,1239.91
CUST-0004112,2025-04-28,150.0
CUST-0004112,2025-06-29,406.03
CUST-0004112,2025-07-01,1323.97
CUST-0004124,2025-07-06,1877.91
CUST-0004137,2026-01-10,249.6
CUST-0004137,2026-02-12,2049.5
CUST-0004140,2025-10-05,2455.93
CUST-0004140,2025-11-22,1647.93
CUST-0004140,2025-12-09,1547.87
CUST-0004140,2026-02-20,2291.04
CUST-0004154,2025-05-26,2273.88
CUST-0004154,2025-07-25,1982.51
CUST-0004154,2025-08-22,1066.29
CUST-0004154,2025-09-13,1196.32
CUST-0004154,2025-11-25,1203.83
CUST-0004154,2026-02-06,1373.42
CUST-0004166,2025-09-22,2861.64
CUST-0004166,2025-10-05,1914.14
CUST-0004166,2025-10-29,2536.71
CUST-0004167,2026-02-04,1335.92
CUST-0004197,2025-07-05,1013.62
CUST-0004197,2025-07-30,1185.84
CUST-0004197,2025-10-12,779.84
CUST-0004197,2025-12-19,775.43
CUST-0004200,2025-07-07,1075.61
CUST-0004200,2025-09-11,1804.17
CUST-0004237,2025-06-30,1991.32
CUST-0004237,2025-08-06,701.25
CUST-0004237,2025-08-10,1658.0
CUST-0004237,2025-08-14,361.15
CUST-0004237,2025-09-01,1759.45
CUST-0004237,2025-10-07,2234.81
CUST-0004247,2025-04-13,1581.53
CUST-0004247,2025-05-09,1147.17
CUST-0004247,2025-06-20,1453.81
CUST-0004247,2025-06-23,1959.05
CUST-0004251,2025-10-31,1334.5
CUST-0004251,2026-01-02,1086.1
CUST-0004263,2025-11-06,814.78
CUST-0004274,2025-10-01,599.53
CUST-0004274,2025-11-22,1607.27
CUST-0004274,2025-12-05,150.0
CUST-0004274,2025-12-16,1335.64
CUST-0004305,2025-05-27,579.21
CUST-0004327,2025-02-27,1755.12
CUST-0004327,2025-05-06,1099.6
CUST-0004327,2025-06-16,1492.5
CUST-0004332,2025-05-16,2010.41
CUST-0004332,2025-07-11,749.12
CUST-0004332,2025-09-21,1749.02
CUST-0004341,2025-05-20,1108.76
CUST-0004341,2025-08-01,332.98
CUST-0004385,2025-09-23,1530.99
CUST-0004385,2025-11-22,150.0
CUST-0004385,2025-12-10,1638.12
CUST-0004386,2025-07-15,2093.0
CUST-0004386,2025-09-27,1772.79
CUST-0004386,2025-10-23,1491.75
CUST-0004398,2025-10-16,1887.8
CUST-0004398,2025-11-25,2155.92
CUST-0004398,2025-12-24,150.0
CUST-0004398,2026-01-31,612.41
CUST-0004426,2025-06-19,1778.73
CUST-0004426,2025-08-25,1692.94
CUST-0004426,2025-10-11,509.28
CUST-0004435,2025-08-22,814.89
CUST-0004435,2025-08-27,1538.46
CUST-0004459,2025-05-16,2193.93
CUST-0004459,2025-05-25,1602.16
CUST-0004459,2025-06-18,1077.8
CUST-0004459,2025-06-26,1388.52
CUST-0004466,2025-10-22,2725.85
CUST-0004472,2025-11-27,1657.79
